food_number,food_name,types_cooking,ingredient_main,ingredient_sub,seasoning,national_classification,kcal
125,병어양념구이,구이,병어 2마리,실파 1뿌리,"진간장 2큰술, 참기름 1큰술, 고추장 1/2큰술, 다진마늘 1큰술, 생강즙 1작은술, 술 1큰술, 설탕 1/2큰슬, 참기름 1/2큰술",한식,115kcal
126,봄나물돼지고기구이,구이,"돼지고기(목심) 300g, 미나리 40g",원추리 40g,"소금 약간, 양념간장 3큰술, 설탕 1큰술, 다진마늘 1큰술",한식,511kcal
127,북어고추장구이,구이,북어 2마리,"참기름 1큰술, 간장 1큰술, 고추장 6큰술, 다진파 1큰술, 깨소금 조금, 물 2큰술",,한식,180kcal
128,삼치마요네즈구이,구이,삼치 1마리,밀가루 약간,"마늘 4쪽, 마요네즈 3큰술, 설탕 1/2큰술, 겨자 1/2작은술, 레몬즙 약간, 소금 약간, 후춧가루 약간",한식,235kcal
129,새송이버섯구이,구이,새송이버섯 2개,"청고추 1/2개, 홍고추 1/2개, 잣가루 약간","간장 1큰술, 참기름 1큰술, 고춧가루 1/2작은술, 청주 1/2큰술, 꿀 1큰술, 소금 1/2작은술, 후춧가루 약간",한식,84kcal
130,섭산적,구이,"쇠고기 300g, 두부 100g",식용유 약간,"파 약간, 마늘 약간, 소금 약간, 후춧가루 약간, 깨소금 약간, 참기름 약간, 설탕 약간",한식,163kcal
131,오징어통구이,구이,오징어 1마리,"마늘 2쪽, 대파 1뿌리","고추장 1큰술, 고춧가루 1/2큰술, 간장 1작은술, 물엿 1큰술, 양파즙 1큰술, 생강즙 1작은술, 다진파 약간, 다진마늘 1작은술, 깨소금 약간, 후춧가루 약간, 참기름 약간",한식,180kcal
132,자반고등어구이,구이,자반고등어 1마리,식용유 적당량,,한식,200kcal
133,제육파말이,구이,"돼지고기(삼겹살) 150g, 찹쌀가루 4큰술","대파 1대, 식물성기름 약간","소금 약간, 후춧가루 약간, 마늘 약간, 생강즙 약간, 겨자 1큰술, 식초 3큰술, 설탕 2큰술",한식,218kcal
134,쭈꾸미버터구이,구이,쭈꾸미 1코,찹쌀가루 1/2큰술,"버터 20g, 간장 1/2큰술, 소금 약간, 후춧가루 약간, 설탕 약간, 미림 약간, 청주 약간",한식,169kcal
135,청어구이,구이,청어 1마리,소금 1/2작은술,,한식,185kcal
136,한식닭양념구이,구이,닭 1마리,"고추장 3큰술, 간장 2큰술, 고춧가루 3큰술, 물엿 3큰술, 설탕 2큰술, 생강즙 1큰술, 다진마늘(다진것) 1/2큰술, 다진양파(다진것) 1/2큰술, 미림 1큰술, 깨소금 약간, 후춧가루(가루) 약간, 참기름 약간",,한식,235kcal
137,호박가지된장구이,구이,"애호박 1개, 가지 1개",홍고추 2개,"식용유 3큰술, 된장 2큰술, 다진파 2큰술, 다진마늘 1/2큰술, 물엿 2큰술, 깨소금 1큰술, 참기름 1/2큰술",한식,98kcal
138,가지튀김,"튀김,커틀릿","가지 1개, 돼지고기(다진것) 150g","밀가루 6큰술, 계란 1개, 빵가루 약간","소금 약간, 간장 약간, 설탕 약간, 맛술 약간, 깨소금 약간, 머스터드 1/2큰술, 마요네즈 2큰술, 설탕 1/4큰술, 후춧가루 약간, 참기름 약간",한식,364kcal
139,굴튀김,"튀김,커틀릿",굴 10개,"밀가루 1큰술, 계란 1개, 빵가루 1/2컵, 식용유 2컵","소금 1/2작은술, 우스터소스 1큰술",한식,230kcal
140,단호박튀김,"튀김,커틀릿",단호박 100g,"계란 1개, 밀가루 50g, 튀김가루 50g, 식용유 2컵",,한식,157kcal
141,대추수삼마늘튀김,"튀김,커틀릿","대추 20알, 수삼 1뿌리, 마늘 2알",튀김가루 약간,,한식,395kcal
142,북어강정,"튀김,커틀릿",북어 1마리,"양파 1/2개, 홍고추 1/2개, 튀김기름 적당량, 식용유 튀김용","고추장 2큰술, 간장 1큰술, 물엿 1큰술, 설탕 1큰술, 후춧가루 약간, 깨소금 약간, 마늘 약간, 생강 약간",한식,337kcal
143,잡채전병튀김,"튀김,커틀릿","잡채 300g, 만두피 10장",식용유 적당량,겨자(갠것) 1작은술,한식,260kcal
144,코다리강정,"튀김,커틀릿",코다리 50g,"양파 10g, 홍고추 1/2개, 녹말 2큰술, 튀김가루 1큰술, 계란 1개, 청고추 1/2개, 고춧가루(고운 것) 약간","간장 1큰술, 식초 2큰술, 설탕 2큰술, 참기름 약간, 깨소금 약간",한식,354kcal
145,가지된장찜,찜,"가지 1개, 돼지고기 50g, 다진파 약간, 다진마늘 약간","밀가루 1큰술, 물 1컵, 멸치 8g, 양파 1/4개, 청고추 1개, 홍고추 1개","소금 약간, 후춧가루 약간, 참기름 약간, 된장 1큰술, 고춧가루 1작은술",한식,230kcal
146,건포도닭찜,찜,닭고기 1kg,"건포도 1큰술, 단호박 1/4통, 브로콜리 50g, 당근 50g, 청양고추 4개, 양파 30g","[양념장] 간장 1/2컵, 건포도페이스트 2큰술, 엄나무삶은물(생수) 2컵, 대파 1뿌리, 생강 1작은술, 마늘 1큰술, 후춧가루 약간, 참기름 1/2큰술",한식,458kcal
147,계란찜,찜,계란 2개,"시금치 10g, 당근 1/4개, 옥수수통조림 2큰술","다진파 1큰술, 소금 약간, 후춧가루 약간, 설탕 1/4작은술, 물 1/2컵, 청정원맛선생 약간",한식,98kcal
148,꼬막양념찜,찜,꼬막 600g,"양파 2큰술, 청고추 1개","화이트와인 2큰술, 소금 약간, 청정원굴소스 1큰술, 간장 1큰술, 마늘 1작은술, 설탕 1큰술, 맛술 3큰술, 참기름 1큰술, 깨소금 1작은술, 물 5큰술",한식,110kcal
149,꽈리고추찜,찜,꽈리고추 150g,밀가루 4큰술,"소금 1작은술, 참기름 1작은술, 통깨 1작은술, 간장 1큰술, 고춧가루 1작은술, 홍고추 1개, 다진파 1큰술, 마늘 1/2큰술",한식,103kcal
150,머위 조기찜,찜,"조기 4마리, 머위 100g","풋고추 2개, 홍고추 2개, 마늘 4쪽","들깨가루 4큰술, 매실술 4큰술, 물 4큰술, 소금 1작은술",한식,139kcal
151,명란찜,찜,명란젓 100g,"양파 1/2개, 대파 1/2뿌리, 고추 1개씩","고춧가루 1큰술, 마늘 1작은술, 참기름 1작은술",한식,310kcal
152,모듬나물계란찜,찜,"두부적 1개, 삼색나물 각20g, 계란 3개",새우젓 적당,,한식,250kcal
153,모듬해산물채소찜,찜,"배춧잎 8장, 대구(4cm폭) 4토막","콜리플라워 50g, 브로콜리 50g, 청경채 2개, 마 10cm, 홍합 8개, 맛살조개 8개, 모과 1/2개","간장 1큰술, 식초 1큰술, 유자청 1큰술",한식,188kcal
154,바지락콩나물찜,찜,"콩나물 30g, 바지락 20g","미더덕 15g, 미나리 15g","다진마늘 1큰술, 다진파(다진것) 1큰술, 고춧가루 2큰술, 미림 1작은술, 소금 약간, 참기름 약간, 깨소금 약간, 녹말 1큰술",한식,110kcal
155,밥계란찜,찜,"찬밥 1공기, 계란 4개, 햄 20g",실파 2뿌리,"깨소금 약간, 소금 약간",한식,182kcal
156,버섯두부선,찜,"두부 1/2모, 표고버섯 2개, 계란 2개","청고추 1/2개, 홍고추 1/2개, 실고추 약간","다진파 1큰술, 다진마늘 1작은술, 계란 2개, 소금 1/3작은술, 참기름 1/3작은술, 후춧가루 1/4작은술",한식,250kcal
157,소꼬리찜,찜,소꼬리 5토막,"사골 100g, 대추 10개, 밤 5톨","마늘 10쪽, 청양고추 2개, 대파 적당량",한식,457kcal
158,쇠고기가지찜,찜,"다진쇠고기(홍두깨) 200g, 가지 2개","당근 1/3개, 청고추 1개, 홍고추 1개","간장 1큰술, 설탕 1/2큰술, 다진마늘 1/2작은술, 다진파 1작은술, 깨소금 1작은술, 참기름 1작은술, 후춧가루 약간, 소금 약간",한식,350kcal
159,쇠고기청고추찜,찜,"쇠고기 100g, 청고추 150g",밀가루 약간,"소금 약간, 후춧가루 약간, 간장 3큰술, 설탕 1작은술, 홍고추 1/2개, 깨소금 약간, 참기름 약간",한식,155kcal
160,알찜,찜,계란 3개,"표고버섯 2장, 새우 4마리, 닭 2조각, 은행 8개","멸칫국물 3컵, 소금 1작은술, 청주 1큰술, 간장 1작은술",한식,136kcal
161,양배추&호박찜,찜,"양배추 1/4통, 호박잎 20장","된장 2큰술, 고추장 2큰술, 돼지고기(다진것) 100g, 깨소금 1큰술, 다진마늘(다진것) 2큰술, 설탕 2큰술, 다진양파 1큰술, 배즙 1큰술, 참기름 1큰술",,한식,120kcal
162,콘새우계란찜,찜,"새우 3마리, 표고버섯 1장, 계란 2개, 스위트콘 1/2캔","당근 1/8개, 물 1컵","미림 약간, 소금 약간, 후춧가루 약간, 국간장 약간",한식,197kcal
163,티포크쌈,찜,"돼지고기 600g, 된장 2와1/2큰술, 김치 1포기","녹차 1작은술, 마늘 1작은술",새우젓 조금,한식,340kcal
164,편육파채무침,찜,"돼지고기(편육용) 800g, 파 4뿌리","양파 1/2개, 깻잎 10장, 밤 약간, 수삼잔뿌리 약간","된장 1큰술, 생강 1쪽, 마늘 1쪽, 대추 약간, 고춧가루 1큰술, 참기름 2큰술, 간장 1큰술, 설탕 약간, 깨소금 약간, 후춧가루 약간",한식,175kcal
165,갖은나물,"나물,생채,샐러드","고사리 150g, 도라지 150g, 시금치 150g, 숙주 150g, 참나물 100g","간장 1큰술, 다진파 1큰술, 다진마늘 1/2큰술, 참기름 1큰술, 깨소금 1/2큰술, 후춧가루 약간","소금 1큰술, 다진파 1큰술, 다진마늘 1/2큰술, 참기름 약간, 깨소금 약간",한식,120kcal
166,골뱅이냉채,"나물,생채,샐러드",골뱅이 1통,"대파 2대, 양파 1/2개, 오이 1/2개, 깻잎 6장","간장 2큰술, 식초 1큰술, 설탕 1작은술, 고춧기름 1작은술, 참기름 1작은술, 레몬즙 1작은술, 후춧가루 약간, 통깨 2작은술",한식,214kcal
167,골뱅이무침,"나물,생채,샐러드","골뱅이통조림 200g, 오이 50g, 양파 50g","대파 30g, 당근 30g, 샐러리 ½대, 소면 100g","고추장 3큰술, 고춧가루 3큰술, 식초 3큰술, 진간장 1큰술, 설탕 1과½큰술, 깨소금 1큰술, 참기름 1큰술, 다진마늘 2큰술",한식,226kcal
168,골뱅이옥수수무침,"나물,생채,샐러드","골뱅이 200g, 오징어포 200g","깻잎 8장, 양파 1개, 오이 1개, 스위트콘 약간, 쪽파 1뿌리, 청고추 1개, 홍고추 1개","고춧가루 2큰술, 식초 2큰술, 간장 1큰술, 참기름 약간, 통깨 약간",한식,198kcal
169,냉이초무침,"나물,생채,샐러드",냉이 200g,"다진파 1큰술, 다진마늘 1/2큰술, 깨소금 1작은술씩","식초 1큰술, 소금 2/3작은술, 참기름 1작은술씩",한식,70kcal
170,다시마채소말이,"나물,생채,샐러드","쌈다시마 8장, 오징어 1마리","게맛살 2줄, 홍피망 1/2개, 파프리카 1/2개, 오이 1개",초고추장 약간,한식,123kcal
171,달래무침과냉이나물,"나물,생채,샐러드","달래 100g, 냉이 200g","고춧가루 2작은술, 간장 2큰술, 설탕 1작은술, 식초 1큰술, 깨소금 1큰술, 고추장 1큰술, 간장 1/2작은술, 설탕 1작은술, 식초 2작은술, 다진파 1/2큰술, 다진마늘 1/2작은술, 참기름 1/2작은술, 깨소금 1큰술",,한식,60kcal
172,달래오이무침,"나물,생채,샐러드","달래 80g, 오이 1/2",밤 3개,"간장 2큰술, 다진마늘 2작은술, 고춧가루 2작은술, 깨소금 2작은술, 식초 1과 1/2큰술, 참기름 1작은술",한식,60kcal
173,닭가슴살해파리샐러드,"나물,생채,샐러드","닭(가슴살) 50g, 해파리 60g","오이 1/2개, 홍고추 1/2개, 레몬 1/6쪽, 청고추 1/2개","식초 4큰술, 참기름 1작은술, 간장 1작은술, 설탕 2큰술, 꿀 2큰술, 소금 약간",한식,198kcal
174,대파생채,"나물,생채,샐러드",대파 2대,"소금 4작은술, 설탕 4작은술, 식초 4작은술, 깨 약간",,한식,38kcal
175,도라지생채,"나물,생채,샐러드",도라지 200g,깨소금 1큰술,"소금 1큰술, 설탕 1큰술, 다진파 1큰술, 다진마늘 1큰술, 고춧가루 1큰술, 식초 1작은술, 소금 1작은술, 참기름 1작은술",한식,53kcal
176,도라지오이생채,"나물,생채,샐러드","도라지 200g, 오이 1개",고추가루 2큰술,"다진파(다진것) 3큰술, 다진마늘 1과1/2큰술, 깨소금 1큰술, 설탕 1큰술, 식초 2큰술, 참기름 약간, 소금 약간",한식,70kcal
177,도토리묵무침,"나물,생채,샐러드","도토리묵 2모, 쑥갓 1/2단, 오이 1개","당근 1/2개, 청고추 2개, 홍고추 1개, 상추 10장, 김 1/2장","간장 3큰술, 고춧가루 1큰술, 설탕 1작은술, 다진파 1작은술, 다진마늘 1작은술, 참기름 1작은술, 들깨 1작은술, 실고추 약간, 소금 약간",한식,110kcal
178,돌나물달래샐러드,"나물,생채,샐러드","돌나물 50g, 달래 15g",오이 1/3쪽,"샐러드오일 2큰술, 간장 1큰술, 식초 1큰술, 레몬즙 약간, 청량고추즙 2큰술, 양파즙 약간, 설탕 1큰술, 소금 약간",한식,108kcal
179,두릅된장무침,"나물,생채,샐러드","두릅 200g, 된장 1큰술, 실고추 1큰술","다진파 2큰술, 다진마늘 1큰술, 깨소금 1큰술, 참기름 1큰술, 소금 약간, 설탕 약간",,한식,75kcal
180,두릅숙회,"나물,생채,샐러드",두릅 12개,"미나리 10줄기, 계란 2개, 홍고추 약간","고추장 3큰술, 설탕 2큰술, 식초 2큰술, 깨소금 약간",한식,85kcal
181,두부미역냉채,"나물,생채,샐러드","두부 1모, 미역 100g","양파 1/2개, 홍고추 1/2개","간장 1/4컵, 참기름 1큰술, 설탕 1큰술, 통깨 1큰술",한식,95kcal
182,두부채소냉채,"나물,생채,샐러드","두부 1/2모, 쇠고기 80g","양배추 50, 당근 50g, 오이 1/2개, 소금 약간","땅콩가루 1큰술, 식초 1큰술, 간장 1/2큰술, 겨자 1/2큰술, 황설탕 1/2큰술, 소금 약간, 참기름 약간",한식,256kcal
183,무생채,"나물,생채,샐러드",무 1/4개,"다진파 1작은술, 다진마늘 1/2작은술","고춧가루 1작은술, 식초 1과 1/2큰술, 설탕 1과 2/3큰술, 소금 약간, 참기름 약간, 깨소금 약간",한식,55kcal
184,무쌈말이,"나물,생채,샐러드",절임무 1팩,"비트 1개, 오이 1/2개, 게맛살 2개, 파프리카 1개, 네모난햄 6장, 무순 1팩, 계란 2개","땅콩버터 2와1/2큰술, 꿀 1큰술, 설탕 1큰술, 식초 1과1/2큰술, 깨소금 1큰술, 레몬즙 1큰술",한식,110kcal
185,묵과양념장,"나물,생채,샐러드","도토리묵 1/2모, 청포묵 1/2모","오이 1/2개, 게맛살 1개","간장 2큰술, 설탕 1작은술, 식초 1큰술, 홍고추 1개, 참기름 1작은술, 깨소금 1작은술",한식,112kcal
186,미나리꼬막간장무침,"나물,생채,샐러드","꼬막 30개, 미나리 10g","풋고추 1/4개, 홍고추 1/4개","[양념장] 간장 2큰술, 설탕 1/2작은술, 다진마늘 1/2작은술, 다진파 1/2작은술, 참기름 1작은술, 통깨 1큰술",한식,122kcal
187,사색나물,"나물,생채,샐러드","콩나물 50g, 도라지 50g, 시금치 50g, 고사리 50g","간장 2큰술, 식용유 6큰술, 물 약간","다진파 3큰술, 다진마늘 1큰술, 깨소금 1큰술, 참기름 1큰술, 소금 약간, 들깻가루 약간",한식,55kcal
188,상추채소무침,"나물,생채,샐러드","상추 10g, 들깻잎 10g, 쑥갓 5g, 케일 10g","고춧가루 1작은술, 설탕 1/2작은술, 식초 1/2작은술, 조림간장 1/4작은술, 참기름 약간, 깨소금 약간",,한식,85kcal
189,새우겨자채,"나물,생채,샐러드",새우 5마리,"석이버섯 10g, 팽이버섯 30g, 오이 1/3개, 당근 50g, 양상추 50g, 부추 50g, 무순 30g, 배 1/4개","겨자 1큰술, 식초 2큰술, 설탕 1큰술, 소금 1작은술",한식,135kcal
190,송어샐러드,"나물,생채,샐러드",송어(슬라이스) 1마리,"양상추, 무순, 파슬리, 오이, 토마토, 파인애플",,한식,113kcal
191,숙주미나리무침,"나물,생채,샐러드","숙주 100g, 미나리 50g",홍고추 1개,"다진파 약간, 다진마늘 약간, 깨소금 약간, 참기름 약간",한식,75kcal
192,시금치무침,"나물,생채,샐러드",시금치 100g,"소금 약간, 통깨 약간, 참기름 약간",,한식,56kcal
193,오이나물,"나물,생채,샐러드",오이 2개,깨소금 1/2큰술,"소금 2작은술, 다진파 1큰술, 다진마늘 1/2큰술, 참기름 1큰술, 실고추 약간",한식,85kcal
194,오징어도라지생채,"나물,생채,샐러드","도라지 100g, 오징어 1마리","오이 1개, 소금 약간","고추장 2큰술, 고춧가루 1작은술, 간장 1작은술, 식초 2큰술, 물엿 1큰술, 참기름 약간, 깨소금 약간",한식,140kcal
195,오징어숙회,"나물,생채,샐러드",오징어 1마리,"고추장 2큰술, 식초 2큰술, 설탕 1큰술, 깨소금 약간",,한식,150kcal
196,오징어와마늘소스,"나물,생채,샐러드",오징어 1마리,"깻잎 3장, 소금 약간","마늘 1큰술, 간장 1/2작은술, 설탕 2작은술, 식초 1큰술, 소금 1작은술",한식,142kcal
197,오징어초말이,"나물,생채,샐러드",오징어 2마리,"당근 80g, 오이 1/2개, 계란 2개, 표고버섯 4개, 식용유 적당량","소금 약간, 간장 2큰술, 식초 1작은술",한식,168kcal
198,우묵냉채,"나물,생채,샐러드",우묵 100g,"오이 1/4토막, 다시마 1장, 멸치 5개","간장 3큰술, 참기름 약간, 깨소금 약간, 고춧가루 약간, 설탕 1작은술, 다진마늘 1작은술, 다진파 2작은술",한식,78kcal
199,유부냉채,"나물,생채,샐러드","유부 80g, 숙주 50g","오이 1/2개, 게맛살 2줄","물 3큰술, 설탕 1큰술, 식초 1큰술, 참기름 1작은술, 소금 1작은술, 진간장 1/3작은술, 다진마늘 1큰술",한식,125kcal
200,육회,"나물,생채,샐러드","쇠고기(우둔) 30g, 배 1/4쪽, 잣가루 1작은술, 잣 약간","오이 1/2개, 상추 4장, 계란노른자 1개","간장 2와1/2작은술, 참기름 1작은술, 깨소금 1작은술, 후춧가루 1/2작은술, 설탕 1과1/2작은술",한식,120kcal
201,전어회무침,"나물,생채,샐러드",전어 3마리,"무 20g, 미나리 20g, 콩가루 1큰술, 양파 20g","청고추 1개, 고춧가루 1/2큰술, 식초 2큰술, 고추장 1/2큰술, 다진마늘 1큰술, 설탕 1큰술, 전어젓갈 약간, 통깨 약간",한식,187kcal
202,죽순회와미나리강회,"나물,생채,샐러드","죽순 1개, 미나리 5줄기","계란 1개, 홍고추 1개, 쌀뜨물(또는 밀가루 푼 물) 4컵","[초고추장] 고추장 1큰술, 설탕 1작은술, 식초 2작은술",한식,165kcal
203,차돌박이겉절이무침,"나물,생채,샐러드","차돌박이 200g, 얼갈이배추 적당량, 영양부추 적당량",깻잎 적당량,"간장 1큰술, 배즙 1큰술, 술 1큰술, 생강즙 약간, 후추 약간, 청주 1큰술, 참기름 약간, 고춧가루 2큰술, 까나리액젓 2큰술, 다진파 약간, 다진마늘 약간, 설탕 약간, 참기름 약간, 깨소금 약간",한식,195kcal
204,참나물간장무침,"나물,생채,샐러드",참나물 200g,"간장 3큰술, 다진마늘 1큰술, 다진파 2큰술, 깨소금 약간, 참기름 약간",,한식,40kcal
205,참나물고추장무침,"나물,생채,샐러드",참나물 100g,"고추장 1큰술, 다진마늘 1/2큰술, 다진파 1큰술, 깨소금 약간, 참기름 약간",,한식,55kcal
