food_number,food_name,recipe,serving_number,level
49,가지냉국,"1. 가지는 연한 것으로 골라 찜통에 쪄서 먹기 좋게 찢는다.
2. 냄비에 물 6컵을 붓고 다시마와 멸치를 넣어 끓여서 차게 식힌 후 소금과 식초, 설탕으로 간을 맞춘다.
3. 가지에 국간장과 다진 파, 다진 마늘, 깨소금, 고춧가루를 넣고 주물러 간이 배게 한다.
4. 양념한 가지를 그릇에 담고 차게 식혀둔 국물을 부어 상에 낸다.",4인분 기준,초보환영
50,감자국,"1. 큰 볼에 물 8컵 가량을 붓고 손질한 다시마와 멸치를 넣어 20분 정도 우려낸다.
2. 감자는 4등분하여 네모지게 썰어 찬물에 담가 전분기를 빼고 양파도 감자와 같은 크기로 썬다.
3. 북어는 불려 길이대로 두툼하게 찢어낸 후 물기를 제거한다.
4. 냄비를 달궈 참기름과 북어채를 넣어 타지 않게 볶아준 후 ①을 넣어 끓여준다.
5. 물이 끓기 시작하면 다시마와 멸치를 건져내고 감자와 양파를 넣어 끓여준다.
6. 감자가 익었으면 국간장을 넣고 모자라는 간은 소금으로 마무리하여 편썬 마늘과 참기름을 넣고 불에서 내린다.",4인분 기준,초보환영
51,계란실파국,"1. 멸치는 머리와 내장을 제거하고 다시마 표면은 젖은 행주로 닦아준다.
2. 냄비에 찬물을 부어 멸치, 다시마를 넣고 약불로 끓이다가 끓어오르면 다시마를 건지고, 다시물이 충분히 우러나도록 20분쯤 더 끓인 후 체에 걸러 맑은 국물을 준비한다.
3. 준비한 다시물에 국간장, 소금, 후춧가루로 간을 한다.
4. 실파는 다듬어 먹기 좋게 썬다.
5. 계란을 잘 풀어 소금으로 간하고 ③의 다시물이 팔팔 끓으면 계란을 부어준다. 이때 젓가락 등을 이용해 흘려 넣어주는 것이 좋고 많이 풀어지지 않게 한 두 번만 휘저어 준다,
6. 끓어오르면 실파를 넣은 후 잠시 후 불을 끈다.",4인분 기준,초보환영
52,굴비매운탕,"1. 굴비를 깨끗이 손질한다.
2. 채소는 4~5cm, 두께 2.5cm 정도로 얇게 썰어 놓는다.
3. 냄비 밑에 무를 깔고 콩나물을 놓고 그 주위에 채소를 색깔별로 놓는다.
4. 채소 위에 생선과 두부를 얹는다.
5. 중불이나 약불에서 끓인 후, 양념장을 풀고 쑥갓과 팽이 버섯을 올려 놓고 한번 더 끓인다.",2인분 기준,초보환영
53,근대된장국,"1. 근대는 물로 깨끗이 씻어 적당한 크기로 자른다.
2. 쇠고기는 가늘게 채썰어 된장, 후춧가루에 버무린다.
3. 냄비에 멸치와 물을 넣고 끓기 시작하면 불을 줄이고 15분 정도 더 끓여 멸치를 건져내고 육수를 준비한다.
4. 다른 냄비에 ②의 쇠고기를 넣고 볶다가 육수를 넣고 끓으면 된장, 고추장, 고춧가루를 넣는다.
5. 국이 끓으면 근대를 넣고 다진 마늘, 어슷썬 파를 넣고 소금으로 간을 한다.",2인분 기준,초보환영
54,김치홍합국,"1. 김치는 신맛이 도는 것으로 준비하여 국물이 지저분해지지 않도록 소를 털어내고 송송썬다.
2. 홍합살은 소금물에 살살 흔들며 헹군다.
3. 대파, 홍고추는 어슷하게 썰어 놓는다.
4. 멸치는 장국용으로 준비하여 국물을 낸다.
5. ④의 멸치 국물에 김치를 넣고 시원한 맛이 우러나도록 팔팔 끓인다.
6. ⑤의 국물이 어느정도 끓으면 홍합을 넣고 한소끔 다시 한번 끓인다.
7. ⑥의 국물이 끓으면서 홍합이 익으면 소금으로 간을 맞추고 어슷 썬 대파, 홍고추등을 넣고 마무리 한다.",2인분 기준,초보환영
55,냉이조갯국,"1. 냉이는 겉잎은 떼고 뿌리째 깨끗이 다듬어 큰 것은 반으로 자른다.
2. 묽은 소금물에 해감 시킨 모시조개를 냄비에 담아 물 1컵을 붓고 끓이다가 조개 입이 벌어지면 깨끗한 면보에 국물을 거르고 모시조개는 건져낸다.
3. 걸러낸 조개국물을 냄비에 붓고, 쌀뜨물 4컵을 부은 뒤 된장을 풀어 넣는다.
4. 된장국물에 깨끗이 손질한 냉이, 삶은 모시조개와 다진 마늘을 넣어 맛이 우러나게 한소끔 끓여낸다.",4인분 기준,초보환영
56,다시마냉국,"1. 다시마는 두텁고 광택이 있는 것으로 물에 씻어 젖은 행주로 여러 번 닦은 뒤 찬물 5컵에 담가 30분 정도 불렸다가 건져놓는다.
2. 오이는 소금으로 비벼 씻어 헹궈 가늘게 채썬 뒤 찬물에 잠시 담갔다가 건져놓는다.
3. 홍고추는 반으로 갈라 씨를 털어 곱게 채썬다.
4. 손질한 다시마를 돌돌 말아 가늘게 채썰어 달라붙지 않게 털어둔다.
5. 넓은 그릇에 다시마, 채썬 오이, 홍고추를 담고 다진 파와 마늘, 고춧가루, 깨소금, 소금으로 양념하여 차게 해둔 ①을 붓는다.",4인분 기준,초보환영
57,닭개장,"1. 냄비에 물을 붓고 닭고기, 대파 1뿌리, 마늘, 생강을 넣어서 끓인다.
2. 닭이 익으면 체에 밭쳐 건져내고 국물은 따로 둔다.
3. 닭은 찢어서 다진 마늘, 다진 파, 참기름, 후춧가루, 깨소금, 고춧가루 1큰술, 간장1/2큰술를 넣어 양념한다.
4. 고사리, 우엉대는 삶아서 다진 마늘, 다진 파, 참기름, 소금, 후춧가루, 깨소금, 고춧가루1/2큰술, 간장약간을 넣어 양념한다.
5. 냄비에 고춧기름 1큰술을 두르고 고사리, 우엉대를 살짝 볶다가 ③의 닭과 닭육수 2컵정도를 넣고 한소끔 끓인다.
6. ⑤가 어느정도 끓으면 대파를 넣고 소금으로 간을 맞춘다.",2인분 기준,초보환영
58,두부새우젓국,"1. 두부는 흐르는 물에 씻어 물기를 빼고 가로 세로 1cm 폭으로 도톰하게 썰어놓는다.
2. 실파는 잘 다듬어서 3cm 정도로 썰어 놓고 홍고추는 송송 썰어 씨를 털어낸다.
3. 굴은 약한 소금물에 흔들어 씻은 후 껍질과 잡티를 없애고 소쿠리에 건져서 물기를 뺀다.
4. 냄비에 적당량의 물을 붓고 홍고추를 먼저 넣어 팔팔 끓여 매운맛을 살린다.
5. 국물이 끓으면 두부를 넣고 굴과 파를 차례로 넣는다.
6. 재료 중 굴이 익으면 다진 마늘을 넣고 새우젓으로 간을 맞춘다.",2인분 기준,초보환영
59,두부조개탕,"1. 모시조개는 소금물로 해감시킨 후 물을 붓고 끓이다가 모시는 건져내고 국물은 걸러 놓는다.
2. 콩나물은 다듬어 씻고 두부는 큼직하게 썰며, 홍고추는 어슷썰어 씨를 털고 실파는 4cm 길이로 썰어 놓는다.
3. 북어포는 물에 씻어 물기를 짠 뒤 소금과 후춧가루로 양념한 뒤 밀가루를 묻혀 계란을 푼 물에 섞는다.
4. 조개 삶아낸 국물에 다진 마늘을 넣고 끓이다가 손질한 콩나물을 넣는다.
5. 한소끔 끓으면 모시조개 두부, 홍고추, 실파를 넣고 계란물에 섞어 놓은 북어를 넣어 조금 더 끓이다가 소금, 후춧가루로 간을 한다.",4인분 기준,초보환영
60,두붓국,"1. 쇠고기는 얄팍하게 썰어 다진 마늘과 후춧가루, 진간장으로 조물조물 양념한다.
2. 양념한 고기를 냄비에 넣고 육수를 부어 끓이다가 고추장을 연하게 풀고 국간장이나 소금으로 간을 맞춘다.
3. 두부를 1cm 폭으로 길쭉하게 썰어 끓고 있는 국물에 쏟아 넣고 두부가 떠오를 때까지 끓인다.
4. 두부가 떠 오르면 채썬 파, 다진 마늘을 넣고 조금 더 끓인다.",4인분 기준,초보환영
61,떡국,"1. 쇠고기는 찬물에 담가 핏물을 없애고 양지머리와 함께 한번 끓여 첫 물을 버리고, 다시 푹 고아서 육수를 준비한다.
2. 계란은 노른자와 흰자를 나누어 지단을 부친다.
3. 쇠고기는 채썰거나 다져서 양념 재료로 양념하여 볶는다.
4. 가래떡을 어슷썰어 물에 씻어 건진다.
5. ①의 육수에 간장과 소금으로 간을 맞추고 채썬 파와 다진 마늘을 넣어 팔팔 끓으면 떡을 헤쳐서 넣고, 떡이 익어서 떠오를 때까지 끓인다.
6. 대접이나 그릇에 떡국을 담고 위에 고기와 지단을 고명으로 얹고 후춧가루를 약간 뿌려 낸다.",2인분 기준,초보환영
62,맑은대구탕,"1. 토막 낸 생대구를 깨끗한 물에 한번 씻은 후 체에 밭쳐 물기를 뺀다.
2. 마늘은 다지고 대파, 홍고추, 청고추는 어슷하게 썰고 두부는 적당한 크기로 썰어 준비한다.
3. 냄비에 물 3컵을 담아 다시마를 넣고 살짝 한번 끓인 후 가쓰오브시를 넣어 10분 후에 걸른 후 국물을 우려낸다.
4. ③의 국물이 끓어오르기 시작하면 ①의 손질한 대구를 넣어 한소끔 끓인 후 소금으로 간을 맞춘다.
5. 대구의 시원한 맛이 어느정도 우러나오면 두부, 마늘, 홍고추, 청고추, 팽이버섯, 미나리 등을 넣어 마무리 한다.
",2인분 기준,초보환영
63,무국,"1. 쇠고기는 2cm 길이로 도톰하게 저며썰고 무는 길이 3cm 정도씩 토막을 낸 뒤 반을 갈라 0.2cm 두께로 나박썰고 실파는 잘 다듬어 5cm 길이로 자른다.
2. 썰어놓은 쇠고기는 다진 마늘 1작은술과 국간장 1큰술, 후춧가루로 양념해 밑간한다.
3. 냄비에 무와 쇠고기를 넣어 참기름으로 볶다가 물 5컵과 다시마를 넣고 끓인다
4. 무가 익으면 국간장과 소금을 1:1의 비율로 넣어 간을 하고 다진 마늘과 실파를 넣어 조금 더 끓인다.",4인분 기준,초보환영
64,무맑은국,"1. 쇠고기는 2cm 길이로 도톰하게 저며썰고 무는 길이 3cm 정도씩 토막을 낸 뒤 반을 갈라 0.2cm 두께로 나박썬다.
2. 썰어놓은 쇠고기는 다진 마늘 1작은술과 국간장 1큰술, 후춧가루 약간으로 양념해 간이 골고루 배도록 조물조물 무친다.
3. 냄비에 물 5컵을 붓고 팔팔 끓이다가 양념해 놓은 쇠고기를 넣고 고기가 익을 때까지 한소끔 끓인다.
4. 끓는 쇠고기 장국에 나박썬 무를 넣는다. 끓을 때 생기는 거품은 걷어낸다.
5. 무가 말갛게 익으면 국간장과 소금을 1:1의 비율로 넣어 간을 하고 다진 마늘과 실파를 넣어 조금 더 끓인다.",4인분 기준,초보환영
65,미역국,"1. 찬물에 씻어 담가 충분히 불려 물기를 뺀 뒤 손으로 적당하게 잘라 놓는다.
2. 쇠고기는 연한 살코기만을 골라 곱게 다져 다진 마늘, 국간장, 참기름을 넣고 간이 배도록 고루 섞는다.
3. 냄비에 식용유를 두르고 양념한 쇠고기를 넣어 볶다가 고기가 익으면 손질한 미역을 넣고 같이 볶는다.
4. 미역이 푸른색을 띠게 볶아지면 분량의 물을 붓고 한소끔 끓인 뒤 다진 마늘을 넣고 국간장, 후춧가루로 간을 한다.",4인분 기준,초보환영
66,미역냉국,"1. 미역은 줄기를 떼어 티를 골라낸 다음 찬물에 담가30분 정도 불린다.
2. 불린 미역을 깨끗이 씻어 손으로 잘게 찢은 다음 끓는 물에 재빨리 데쳐 물기를 빼놓는다.
3. 오이는 소금에 비벼 씻어 가늘게 채썰어 찬물에 잠깐 담가 건진다.
4. 대파 흰부분만 다듬어 씻은 다음 반으로 갈라 가늘게 채썬다.
5. 큰 그릇에 데친 미역을 담고 분량의 양념 재료를 넣어 무쳐준다.
6. 양념한 미역에 맛이 배어들면 차갑게 준비한 미역 우린물을 붓고 채썬 오이와 대파를 넣고 차게 먹는다.",4인분 기준,초보환영
67,배추속댓국,"1. 배추는 속대로 준비하여 씻어서 칼로 길이로썬다. 무는 넙적넙적하게 썬다.
2. 쇠고기는 채썰어 양념에 버무린다. 굵은파는 어슷썬다.
3. 냄비에 식용유를 두르고 양념한 쇠고기를 넣어 볶는다.
4. 물을 넣고 된장과 고추장을 체에 걸러 푼다. 국물이 끓으면 배추와 무를 넣고 푹 끓인다.
5. 굵은 파를 넣고 마늘을 넣어 끓여 소금으로 간을 맞춘다.",4인분 기준,초보환영
68,부추재첩국,"1. 부추는 밑동을 잘라내고 깨끗하게 씻어 5cm 길이로 준비한다.
2. 재첩은 맹물에 담가 해감을 토하게 한 뒤 깨끗하게 씻는다.
3. 해감한 재첩에 다시마물을 붓고 한소끔 끓이다가 재첩의 입이 벌어지면 깨끗한 거즈에 걸러 국물은 따로 둔다.
4. 냄비에 따로 준비한 재첩국물을 붓고 끓이다가 정종과 다진 마늘을 넣고 소금으로 간을 마무리한다.
5. ④가 한소끔 끓어 오르면 건져둔 재첩과 손질해둔 부추를 넣고 불에서 내린다.",2인분 기준,초보환영
69,북어국,"1. 잘 마른 황태를 골라 방망이로 두드려 부드러워지면 물에 불렸다가 잘 다듬어 5cm 길이로 자른 뒤 냄비에 물 4컵을 붓고 끓여 북어는 건져서 손으로 찢는다.
2. 콩나물은 다듬어 씻고 두부는 4cm 길이로 길게 썬다.
3. 홍고추와 굵은 파는 어슷썬다.
4. 찢어놓은 북어를 그릇에 담아 소금과 참기름을 넣고 양념한 후 계란 2개를 넣어 고루 섞는다.
5. 북어국물에 콩나물과 홍고추를 넣고 끓이다가 계란물에 섞은 북어를 한 숟가락씩 넣고 소금, 후춧가루로 간한다.
6. 북어가 떠오르면 두부와 파, 다진 마늘을 넣고 살짝 끓인 후 불에서 내린다.",4인분 기준,초보환영
70,생태매운탕,"1. 생태는 비늘을 긁어내고 지느러미와 내장을 제거한 뒤 깨끗이 씻어 토막낸다. 머리 부분도 버리지 말고 함께 끓인다.
2. 바지락 은 모래가 많기 때문에 소금물에 담가 해감시킨 후 씻는다.
3. 무, 두부, 호박은 납작 썰어 준비한다.
4. 팽이버섯은 끝부분만을 자른 뒤 흐르는 물에 씻어 적당하게 갈라두고 미나리는 다듬어 소금물에 담가 지저분한 것들을 제거한 뒤 깨끗이 씻어 6~7cm 길이로 썬다.
5. 청고추, 홍고추는 어슷썰어 씨를 털어낸다. 대파는 다듬어 큼직하게 어슷썬다.
6. 고춧가루에 양파즙, 무즙, 조미술, 간장, 다진 마늘, 다진 생강, 후춧가루를 넣어 찌개 양념장을 만든다.
7. 냄비에 조개를 깔고 생선과 채소를 담은 다음 멸치 다시마 국물을 붓고 고춧가루 양념장을 풀어 끓인다.
8. 생선이 충분히 익으면 미나리, 팽이버섯을 넣고 끓이면서 국간장, 소금, 후춧가루로 간을 맞추고 거품을 걷어낸다.",2인분 기준,초보환영
71,시금치된장국,"1. 시금치는 끓는 물에 소금을 약간 넣어 살짝 데쳐낸 뒤 찬물에 헹궈 물기를 짠다.
2. 냄비에 말린새우, 물을 넣고 끓인다.
3. 된장을 체에 걸러 푼다.
4. 끓으면 시금치, 다진 마늘을 넣어 끓인 뒤 소금으로 간한다.",2인분 기준,초보환영
72,아구탕,"1. 아구는 입 끝에 독이 있으므로 입 주위를 돌려가며 잘라내고 배를 갈라 내장을 뺀 다음 4cm 길이로 토막내어 칼집을 넣는다.
2. 준비한 채소는 손질해 놓는다.
3. 물 2컵에 된장 2큰술을 체에 내려서 풀고 물 3컵을 더 넣어 끓인 후 물이 끓어 오르면 손질한 아구, 콩나물, 고사리를 넣어 한소끔 더 끓인다.
4. ③이 끓으면 느타리버섯, 고추, 다진 마늘, 고춧가루, 후춧가루를 넣어 양념한 후 한소끔 더 끓인다.
5. 불에서 내리기 직전에 미나리와 깻잎을 넣는다.",2인분 기준,초보환영
73,아욱국,"1. 아욱은 찬물에 소금으로 바락바락 문질러 씻고, 억센 줄기를 떼어낸다.
2. 쌀뜨물에 멸치를 서너마리 넣고 물을 끓이다 된장을 풀고 한소끔 더 끓인다.
3. 멸치를 건져내고 모시조개를 넣는다.
4. 조개국물이 우러나고 국물이 한번 팔팔 끓으면 조개는 건져내고 아욱을 넣고 은근하게 끓인다.
5. 아욱이 부드럽게 익으면 조개를 넣고 대파, 마늘을 넣고, 두부도 작게 썰어 넣어도 좋다.",2인분 기준,초보환영
74,양배춧국,"1. 양배추는 두꺼운 부분을 도려내고 가로 5㎝ 길이로 채썰고, 실파는 송송 썬다.
2. 모시조개는 소금물에 담가 해감을 토하게 한다.
3. 냄비에 물을 붓고 다시마와 멸치를 넣어 끓으면 불을 끄고 체에 면보를 깔아 건더기를 걸러내 다시물을 준비한다.
4. 다시물에 된장을 풀어 다시 한번 끓인 다음 양배추, 모시조개를 넣고 다진 마늘을 넣어 한소끔 끓인다.
5. 그릇에 담아 송송 썬 실파를 얹어 낸다.",2인분 기준,초보환영
75,어묵국,"1. 어묵은 먹기 좋은 크기로 썰어 끓는 물에 데쳐낸다.
2. 대파와 홍고추는 어슷썬다.
3. 다시물에 간장, 맛술, 청주를 넣어 육수를 낸다.
4. 육수가 끓으면 어묵, 대파, 홍고추를 넣고 소금으로 간을 한다.",4인분 기준,초보환영
76,오이냉국,"1. 오이는 굵은 소금으로 박박 문질러 씻은 뒤 채썰거나 얇게 통썰기 한다.
2. 손질한 오이에 다진 파와 마늘, 고춧가루, 식초를 넣어 골고루 무쳐놓는다.
3. 물 4컵을 끓였다 식힌 뒤 설탕 1큰술과 간장, 식초 2큰술씩, 소금 약간을 넣고 나머지 6컵의 생수를 넣어 냉국물을 만든다.
4. 상에 낼 때에는 양념해 놓은 오이에 차갑게 식힌 냉국물을 붓고 깨소금을 살짝 뿌린다.",4인분 기준,초보환영
